gate,variant,nbar_code_mean,nbar_code_peak,nbar_err_mean,nbar_err_peak,nbar_track_err_mean,nbar_track_err_max,mismatch_mean,mismatch_final,r2_code_min,r2_err_min
X,est,2.1463334465400346,2.8671417826916197,2.170708861091978,3.4569278048503933,0.2851791300313774,1.497796198999633,0.20081537864446633,0.027113575928918388,0.012082677525803739,0.009445944712228921
X,ord,2.230320855326686,3.2411315721832996,2.314808628034194,3.9859642027688453,0.6182469517346535,2.945557709031667,0.5907057651632608,0.5358947427740788,0.003908156466470147,0.0011782740028173145
