gate,label,swept,multiplier,is_baseline,seed,maxiter,protocol,phase1_maxiter,phase2_maxiter,phase1_F_coh_train,lambda_deriv,lambda_boundary,lambda_amp,lambda_disc,amp_max,F_coh_train,iterations,converged,train_time_s,F_ped_heldout_mean,F_ped_heldout_min,F_ped_heldout_std,robustness_spread,F_ped_trained_mean,leakage_L1_mean,leakage_L1_max,overfit_gap,peak_amp,roughness,bandwidth_MHz,bandwidth_cav_MHz,bandwidth_tra_MHz,occ99_frac,occ99_frac_cav,occ99_frac_tra,binding_drive,occ99_MHz,occ99_cav_MHz,occ99_tra_MHz,occ99_cav_lo_MHz,occ99_cav_hi_MHz,occ99_tra_lo_MHz,occ99_tra_hi_MHz,band_limit_cav_MHz,band_limit_tra_MHz,sigma_f_MHz,sigma_f_cav_MHz,sigma_f_tra_MHz,centroid_cav_MHz,centroid_tra_MHz,n_bar_drive,config_hash,reused_pulse,cached
X,deriv=0_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.0,False,42,2500,two_phase,1000,1500,0.9996896219223638,0.0,2e-05,8e-05,0.5,40.0,0.9999270850951216,1500,False,1334.1615331172943,0.9995397489280141,0.996390259044149,0.0010096385333030243,0.003536362199431986,0.9999038173270338,0.00046021138418683716,0.003609411090799375,0.00036406839901970134,42.89509666564192,3.3675504907540885,17.118850441426684,10.007258366994858,17.118850441426684,0.9641873278236914,0.8080808080808082,0.9641873278236914,tra,63.63636363636363,43.63636363636364,63.63636363636363,-26.363636363636363,17.272727272727273,-32.72727272727273,30.909090909090907,54.0,66.0,12.458508418873965,9.994929713563163,12.458508418873965,0.49658840574540086,-11.740554007915517,5.351209666324301,7c7b26c267f51526,False,True
X,deriv=0_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.0,False,43,2500,two_phase,1000,1500,0.9997937876787568,0.0,2e-05,8e-05,0.5,40.0,0.9999515687648938,1500,False,1675.6407868862152,0.9998504019492835,0.9989794095633941,0.00027744868631124575,0.0009725080546680864,0.9999463836898921,0.00014952918775814415,0.001020113183859861,9.59817406085417e-05,35.61360728854249,2.6187785045262446,14.67579053902533,9.597966003347016,14.67579053902533,0.8815426997245179,0.8585858585858586,0.8815426997245179,tra,58.18181818181818,46.36363636363636,58.18181818181818,-26.363636363636363,20.0,-32.72727272727273,25.454545454545453,54.0,66.0,10.399722599253483,9.430110234643484,10.399722599253483,-1.7871688123614229,-10.354931086391728,4.719658653779274,74e02040066a9a72,False,False
X,deriv=1e-06_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.1,False,42,2500,two_phase,1000,1500,0.9993800165575923,1.0000000000000002e-06,2e-05,8e-05,0.5,40.0,0.9996228790138889,1500,False,7851.5444757938385,0.9990407150121392,0.9949719451470136,0.0013345605777261072,0.004655394168456062,0.9995141647390248,0.0009587090096266904,0.005024545813027803,0.0004734497268855664,20.298175168034216,1.9396808513901256,13.26107111622919,6.451199253001558,13.26107111622919,0.5509641873278236,0.47138047138047134,0.5509641873278236,tra,36.36363636363636,25.454545454545453,36.36363636363636,-12.727272727272727,12.727272727272727,-31.818181818181817,4.545454545454545,54.0,66.0,9.163249173490676,6.4179480918703105,9.163249173490676,-0.6541514289414208,-9.585972654572435,4.369176232713052,2cb786967c458683,False,False
X,deriv=1e-06_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.1,False,46,2500,two_phase,1000,1500,0.9994723679455638,1.0000000000000002e-06,2e-05,8e-05,0.5,40.0,0.9995359049279615,1500,False,1692.790139913559,0.9994421712515028,0.9986286351626178,0.0002596217616153427,0.0009074156115590482,0.9995361897981114,0.0005574889199755048,0.0013705318192924754,9.401854660862075e-05,27.676308472655293,1.8087708319178342,10.820009301337647,6.595650107912306,10.820009301337647,0.6749311294765841,0.47138047138047134,0.6749311294765841,tra,44.54545454545455,25.454545454545453,44.54545454545455,-13.636363636363637,11.818181818181818,-30.909090909090907,13.636363636363637,54.0,66.0,9.196854669305285,6.507436023524382,9.196854669305285,-1.0751170846660343,-5.700040830793299,2.5980131407444387,cb3421b3f63e45c5,False,False
X,deriv=3e-06_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.3,False,45,2500,two_phase,1000,1500,0.9989675297658054,3e-06,2e-05,8e-05,0.5,40.0,0.9993720047760768,1500,False,1681.75519323349,0.9992234553324431,0.9978657218383601,0.00043134016247283906,0.0015199709941655648,0.9993732598408929,0.000776270726458331,0.002133545939956072,0.0001498045084498134,21.84999100554025,1.6324440358338757,10.197069438589896,6.448391763049503,10.197069438589896,0.5922865013774103,0.47138047138047134,0.5922865013774103,tra,39.090909090909086,25.454545454545453,39.090909090909086,-12.727272727272727,12.727272727272727,-30.909090909090907,8.181818181818182,54.0,66.0,7.40365734140542,6.1199267718254715,7.40365734140542,2.0318101873104526,-7.0118530437023345,3.195922080083106,5b2440f92cdd6538,False,False
X,deriv=1e-05_boundary=2e-05_amp=8e-05_disc=0.5,deriv,1.0,True,44,2500,two_phase,1000,1500,0.9985304891160454,1e-05,2e-05,8e-05,0.5,40.0,0.9989269694472633,1500,False,1689.7605440616608,0.9987708344361138,0.997338395169554,0.0004547496900492336,0.0015920957504415023,0.9989285391338527,0.0012215223402662497,0.002648248669523179,0.00015770469773890294,19.757314955731992,1.009070536405593,8.406328619914152,4.330398357261373,8.406328619914152,0.4820936639118457,0.35353535353535354,0.4820936639118457,tra,31.818181818181817,19.09090909090909,31.818181818181817,-10.0,9.09090909090909,-26.363636363636363,5.454545454545454,54.0,66.0,6.733636927171314,4.254367218086257,6.733636927171314,0.8079043917723252,-5.03234484102815,2.2936849776791934,dd60efa1be0fb915,False,False
X,deriv=3e-05_boundary=2e-05_amp=8e-05_disc=0.5,deriv,3.0,False,43,2500,two_phase,1000,1500,0.9941384300358063,3.0000000000000004e-05,2e-05,8e-05,0.5,40.0,0.9953311361690174,1500,False,1701.8813500404358,0.9939972996186306,0.983922796535276,0.003281716606296418,0.011418300916209212,0.9952827072875865,0.005984646256290885,0.016032981036953053,0.0012854076689559069,15.134316618128572,0.8285366375610236,7.69517116328077,3.9182273042773286,7.69517116328077,0.371900826446281,0.33670033670033667,0.371900826446281,tra,24.545454545454543,18.18181818181818,24.545454545454543,-11.818181818181818,6.363636363636363,-19.09090909090909,5.454545454545454,54.0,66.0,5.555765511061153,3.9020065599539406,5.555765511061153,-0.3561600961095921,-5.324389994946965,2.4267958044425546,9bc6866ee4b8976a,False,False
X,deriv=0.0001_boundary=2e-05_amp=8e-05_disc=0.5,deriv,10.0,False,42,2500,two_phase,1000,1500,0.9872285740647786,0.0001,2e-05,8e-05,0.5,40.0,0.9872299405352286,769,True,1253.3615911006927,0.9871692122294884,0.9861913321189716,0.00031128855081191426,0.0010894317906635642,0.9872804350480044,0.01272833387180687,0.013697590800340942,0.00011122281851605464,16.46432932504549,0.7746815557055623,7.018516356483879,4.007771708390044,7.018516356483879,0.35812672176308535,0.26936026936026936,0.35812672176308535,tra,23.636363636363633,14.545454545454545,23.636363636363633,-8.181818181818182,6.363636363636363,-18.18181818181818,5.454545454545454,54.0,66.0,5.940215661623043,3.91333489620706,5.940215661623043,0.8648954021728494,-3.7381024249798256,1.703784149945226,ee0cf7eaf4013a13,False,False
X,deriv=0.0001_boundary=2e-05_amp=8e-05_disc=0.5,deriv,10.0,False,46,2500,two_phase,1000,1500,0.9889859376260425,0.0001,2e-05,8e-05,0.5,40.0,0.9913548503490008,1203,True,1661.3654868602753,0.9913581652467162,0.9913416992480216,5.25788398682551e-06,1.86144578144809e-05,0.991360085288353,0.008631474353711265,0.008648005725405583,1.9200416367937123e-06,13.629792729376387,0.7283169931017726,6.642180926406723,3.851123819631307,6.642180926406723,0.3168044077134986,0.2693602693602693,0.3168044077134986,tra,20.909090909090907,14.545454545454543,20.909090909090907,-9.09090909090909,5.454545454545454,-18.18181818181818,2.727272727272727,54.0,66.0,5.201744742065877,3.8475768719854644,5.201744742065877,0.1652479600303045,-4.13042601888852,1.8826007378707932,92018dd50494e878,False,False
X,deriv=1e-05_boundary=0_amp=8e-05_disc=0.5,boundary,0.0,False,45,2500,two_phase,1000,1500,0.9973233667097298,1e-05,0.0,8e-05,0.5,40.0,0.9979878861986111,1500,False,4031.004165172577,0.9977608464647006,0.9953141734312686,0.0007747165372577771,0.0028144087252481853,0.9979956060759538,0.002235631967409865,0.00467739579566584,0.000234759611253188,21.912057938383573,1.3581070108237532,10.132509866097337,5.1964044967335665,10.132509866097337,0.49586776859504134,0.37037037037037035,0.49586776859504134,tra,32.72727272727273,20.0,32.72727272727273,-11.818181818181818,8.181818181818182,-24.545454545454543,8.181818181818182,54.0,66.0,7.677793514454654,4.904242100149348,7.677793514454654,1.717855965090072,-6.612052853385091,3.0136977453897407,ea2d03b78889ea48,False,False
