label,extra_iters,reconverged,iters_used,elapsed_s,F_held_before,F_held_after,dF_held,F_min_before,F_min_after,spread_before,spread_after,occ99_frac_before,occ99_frac_after,dfrac,binding_before,binding_after,occ99_before,occ99_after,docc99,BW_before,BW_after,dBW,peak_before,peak_after
deriv=1e-05_boundary=2e-05_amp=8e-05_disc=0.5,750,False,750,415.1869068145752,0.9962426499853381,0.9968191603737347,0.0005765103883966782,0.9871933113419278,0.9864293228478341,0.010436249813108311,0.012034132376863904,0.5096418732782368,0.42699724517906334,-0.0826446280991735,tra,tra,33.63636363636363,28.18181818181818,-5.454545454545453,8.755535573212303,8.136523592984803,-0.6190119802274996,18.908989048700192,23.371882724379464
deriv=1e-06_boundary=2e-05_amp=8e-05_disc=0.5,750,False,750,417.2151141166687,0.9987157090127454,0.9986687013428892,-4.700766985621385e-05,0.9948347984036015,0.9938275115729557,0.004409712056315573,0.005514894641181156,0.6060606060606061,0.6336088154269972,0.02754820936639113,tra,tra,40.0,41.81818181818181,1.818181818181813,14.809578627438873,13.602906261100188,-1.206672366338685,20.801263008437136,22.05080099948156
