gate,label,swept,multiplier,is_baseline,seed,maxiter,lambda_deriv,lambda_boundary,lambda_amp,lambda_disc,amp_max,F_coh_train,iterations,converged,train_time_s,F_ped_heldout_mean,F_ped_heldout_min,F_ped_heldout_std,robustness_spread,F_ped_trained_mean,leakage_L1_mean,leakage_L1_max,overfit_gap,peak_amp,roughness,bandwidth_MHz,bandwidth_cav_MHz,bandwidth_tra_MHz,occ99_frac,occ99_frac_cav,occ99_frac_tra,binding_drive,occ99_MHz,occ99_cav_MHz,occ99_tra_MHz,occ99_cav_lo_MHz,occ99_cav_hi_MHz,occ99_tra_lo_MHz,occ99_tra_hi_MHz,band_limit_cav_MHz,band_limit_tra_MHz,sigma_f_MHz,sigma_f_cav_MHz,sigma_f_tra_MHz,centroid_cav_MHz,centroid_tra_MHz,n_bar_drive,F_ped_heldout_mean@500,F_ped_heldout_min@500,robustness_spread@500,occ99_frac@500,F_ped_heldout_mean@1000,F_ped_heldout_min@1000,robustness_spread@1000,occ99_frac@1000,config_hash,reused_pulse,cached
X,deriv=0_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.0,False,44,1500,0.0,2e-05,8e-05,0.5,40.0,0.9998835192821214,1500,False,1244.724548816681,0.9996588845067069,0.9978939869365163,0.0005925529385142919,0.0019896012507288896,0.999882481844546,0.0003409652848145095,0.0021050481516624586,0.00022359733783905433,38.63469426061738,2.3992338022048476,15.800582453344594,8.655331052938159,15.800582453344594,0.9641873278236914,0.7744107744107743,0.9641873278236914,tra,63.63636363636363,41.81818181818181,63.63636363636363,-24.545454545454543,17.272727272727273,-32.72727272727273,30.909090909090907,54.0,66.0,12.62571260053881,8.57796374218712,12.62571260053881,-1.1546833651173518,-9.499988799653217,4.3299857792403,0.9991082265198576,0.9973812140205128,0.001953155895584202,0.7713498622589531,0.9996072938351824,0.9981020679626708,0.001691981025297551,0.9641873278236914,dd08f27c53f475c9,False,False
X,deriv=1e-06_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.1,False,42,1500,1.0000000000000002e-06,2e-05,8e-05,0.5,40.0,0.999245179936189,1500,False,820.61585521698,0.9987157090127454,0.9948347984036015,0.0013143838915198127,0.004409712056315573,0.9992435354277549,0.0012829251982886757,0.005160435958698972,0.0005278264150094802,20.801263008437136,1.9715624059889805,14.809578627438873,6.891228945021688,14.809578627438873,0.6060606060606061,0.5050505050505051,0.6060606060606061,tra,40.0,27.272727272727273,40.0,-13.636363636363637,13.636363636363637,-31.818181818181817,8.181818181818182,54.0,66.0,9.963567504996714,6.89111325832,9.963567504996714,-0.03993036076784717,-10.956776063042806,4.993972681423339,,,,,,,,,1579adc6fd43f79e,False,True
X,deriv=3e-06_boundary=2e-05_amp=8e-05_disc=0.5,deriv,0.3,False,43,1500,3e-06,2e-05,8e-05,0.5,40.0,0.9992952330126583,1500,False,1278.2986149787903,0.9992499980859829,0.9987279979183826,0.00017549830518715832,0.0006354622386082198,0.9992981047157433,0.0007496177972557306,0.0012714700072405938,4.81066297604027e-05,19.35310435333529,1.3071908359459998,9.496178603012124,5.379334152992133,9.496178603012124,0.4820936639118457,0.42087542087542085,0.4820936639118457,tra,31.818181818181817,22.727272727272727,31.818181818181817,-11.818181818181818,10.909090909090908,-26.363636363636363,5.454545454545454,54.0,66.0,6.911058871148268,4.942997686236286,6.911058871148268,-2.122265252839596,-6.512654861101433,2.9683932821793224,0.9990276793858974,0.9985047774565293,0.0006036397462235721,0.6060606060606061,0.9992298176684485,0.9986148433923239,0.0007110225877028364,0.5096418732782368,287354ad2963eb5c,False,False
X,deriv=1e-05_boundary=2e-05_amp=8e-05_disc=0.5,deriv,1.0,True,44,1500,1e-05,2e-05,8e-05,0.5,40.0,0.9987455250725974,1500,False,1321.1736197471619,0.9985754491168555,0.9972681461445344,0.0004399283883699347,0.0014796065640244604,0.9987459519017499,0.0014196249535986416,0.0027225142989024675,0.00017050278489438853,22.40468428706412,1.0697927629543311,8.57460772673111,4.739076515077925,8.57460772673111,0.45454545454545453,0.37037037037037035,0.45454545454545453,tra,30.0,20.0,30.0,-11.818181818181818,8.181818181818182,-25.454545454545453,4.545454545454545,54.0,66.0,6.708085744941428,4.6686919028327,6.708085744941428,0.8137334527887539,-5.340925322996985,2.434332417045116,0.9977316698947675,0.9952372147966124,0.002827923122404763,0.5234159779614326,0.9981309713841269,0.995623702047245,0.002831304752359709,0.4683195592286501,772bdb650e66bae8,False,False
X,deriv=3e-05_boundary=2e-05_amp=8e-05_disc=0.5,deriv,3.0,False,42,1500,3.0000000000000004e-05,2e-05,8e-05,0.5,40.0,0.9946370609394325,1500,False,874.795184135437,0.994237962758923,0.9915106997774545,0.0009452183598183669,0.003129598574921899,0.9946477279476702,0.00575679265093485,0.00848009912950587,0.00040976518874724643,24.083300405245833,1.0295619023882283,5.914517826938439,4.2889888293259855,5.914517826938439,0.42699724517906334,0.28619528619528617,0.42699724517906334,tra,28.18181818181818,15.454545454545453,28.18181818181818,-8.181818181818182,7.2727272727272725,-20.0,8.181818181818182,54.0,66.0,5.4473331350535625,4.226081295332182,5.4473331350535625,0.7318893791595569,-2.303927698718022,1.0501037824603565,,,,,,,,,e8177dc9b2f41772,False,True
X,deriv=0.0001_boundary=2e-05_amp=8e-05_disc=0.5,deriv,10.0,False,43,1500,0.0001,2e-05,8e-05,0.5,40.0,0.991900108743383,1500,False,1247.554764032364,0.9912725842638007,0.9859214235553614,0.0017873481699297983,0.005998187877089833,0.9919089254127421,0.008709878728177878,0.014048766209176389,0.0006363411489413995,16.272726095065835,0.6882074126313968,6.296771257521502,3.0205870606617906,6.296771257521502,0.35812672176308535,0.21885521885521883,0.35812672176308535,tra,23.636363636363633,11.818181818181817,23.636363636363633,-6.363636363636363,5.454545454545454,-18.18181818181818,5.454545454545454,54.0,66.0,5.22513062909266,2.4594110706384837,5.22513062909266,1.7536371850124253,-3.5138779401775837,1.601585205185772,0.9850714386373026,0.9844707931133666,0.0006716209318191613,0.371900826446281,0.9897731912930399,0.9887197457414539,0.0012216418118426997,0.3443526170798898,bb335dc1eda22b66,False,False
X,deriv=1e-05_boundary=0_amp=8e-05_disc=0.5,boundary,0.0,False,44,1500,1e-05,0.0,8e-05,0.5,40.0,0.998227290364975,1500,False,1238.4784941673279,0.9979115384678217,0.9954012023106161,0.0008416353104896818,0.0028277477980021004,0.998227323289658,0.002085131181832256,0.004595078440911893,0.00031578482183636236,15.750144935379405,1.1307597017120334,9.779736315055645,5.0177231977884444,9.779736315055645,0.49586776859504134,0.37037037037037035,0.49586776859504134,tra,32.72727272727273,20.0,32.72727272727273,-10.0,10.0,-28.18181818181818,4.545454545454545,54.0,66.0,7.076963188162665,4.973223741083294,7.076963188162665,0.6667771072478272,-6.749802547142302,3.076482473629126,0.9970721883635493,0.9960218955332455,0.0011878507615367129,0.45454545454545453,0.9975388054646087,0.9956058716306228,0.0021943698148856328,0.4820936639118457,986bdd8a25027d7f,False,False
X,deriv=1e-05_boundary=2e-06_amp=8e-05_disc=0.5,boundary,0.1,False,42,1500,1e-05,2.0000000000000003e-06,8e-05,0.5,40.0,0.9975814617510118,1500,False,872.047721862793,0.9969874623414852,0.9920552065244376,0.0016497511890502994,0.0055476437007746515,0.9975788759167513,0.0030095310761596218,0.007934514760248534,0.0005914135752661531,19.382709934303744,1.208638780974131,8.86473858964522,4.901034890383192,8.86473858964522,0.48209366391184577,0.42087542087542085,0.48209366391184577,tra,31.81818181818182,22.727272727272727,31.81818181818182,-13.636363636363637,9.09090909090909,-27.272727272727273,4.545454545454545,54.0,66.0,7.601797414926978,4.8983851544971495,7.601797414926978,-0.1611393029503576,-4.560292350842725,2.0785288745864747,,,,,,,,,88d414e6e6591cd7,False,True
X,deriv=1e-05_boundary=6e-06_amp=8e-05_disc=0.5,boundary,0.3,False,43,1500,1e-05,6e-06,8e-05,0.5,40.0,0.9983694606079868,1500,False,1238.2199490070343,0.9983578002467789,0.9980296082008179,0.0001183457216851956,0.0004895840105488825,0.9983749236832941,0.001638085300604808,0.00196670392360887,1.7123436515165125e-05,17.911361170261518,1.1635256728182308,8.793668598048118,5.221307377704266,8.793668598048118,0.4683195592286501,0.38720538720538716,0.4683195592286501,tra,30.909090909090907,20.909090909090907,30.909090909090907,-12.727272727272727,8.181818181818182,-24.545454545454543,6.363636363636363,54.0,66.0,6.533764171480706,5.180995056901044,6.533764171480706,-0.6475654042920622,-5.8854509736954395,2.6825209542823334,0.9968654026729746,0.9959302202847887,0.0010519069297479922,0.509641873278237,0.9976728930956833,0.9973475851870122,0.0004026162062800154,0.49586776859504134,13c8324fa85921f2,False,False
X,deriv=1e-05_boundary=6e-05_amp=8e-05_disc=0.5,boundary,3.0,False,44,1500,1e-05,6.000000000000001e-05,8e-05,0.5,40.0,0.9986844284206527,1500,False,1243.4477162361145,0.998288836427446,0.9953924081566033,0.0009804260112693595,0.00329260922325747,0.9986809461193432,0.001709837177285878,0.004602907318491334,0.00039210969189718003,17.07492878065567,1.0249384160613275,9.846189146059485,4.684523668963659,9.846189146059485,0.5096418732782368,0.37037037037037035,0.5096418732782368,tra,33.63636363636363,20.0,33.63636363636363,-12.727272727272727,7.2727272727272725,-26.363636363636363,7.2727272727272725,54.0,66.0,7.1464033224418575,4.679363994510323,7.1464033224418575,-0.21980585060715097,-6.773209007034376,3.0871508692043648,0.9978152256607089,0.996879100937341,0.0010606994520476754,0.49586776859504134,0.998288836427446,0.9953924081566033,0.00329260922325747,0.5096418732782368,c4d68229fbb1df85,False,False
