gate,variant,F1,max_active_fock,trunc_spread,delta_qec_mean,leakage_mean,eta_0L_mean,eta_avg_mean,c2_integrand_mean
X,est,0.9992027732282153,9,2.0747347084792978e-07,0.1826493520806678,0.2988639828499854,0.3049404055660137,0.31171263566189356,0.32134373892581486
X,ord,0.9999921882044541,8,1.682615047293723e-08,0.48710160801104846,0.7412070310834803,0.853652393894613,1.177637169626374,0.8117722148309268
