pipeline,module,maxiter,seed,N,trunc,s1_c1,s1_c2,s1_c3,s1_c4,s1_F1,s1_F_ET,s1_nit,s1_nfev,s1_seconds,s1_s_per_nfev,s1_converged,s2_c1,s2_c2,s2_c3,s2_c4,s2_F1,s2_F_ET,s2_nit,s2_nfev,s2_seconds,s2_s_per_nfev,s2_converged,total_seconds,total_hours,F1_rescore_eigh,delta_qec_mean,leakage_mean,eta_mean,max_active_fock,trunc_scan_spread,xscore_c1_eigh,xscore_c1_jax,xscore_c2_eigh,xscore_c2_jax,xscore_max_absdiff,perf_caveat,bench_s_per_call
expm_jax,EST/grape_jax.py,2000,0,1000,20,0.042941193459766526,0.27100338759538667,0.009494996795733832,4.450555615744308e-05,0.9570588065402335,0.7289966124046133,2000,2138,5029.575631141663,2.352467554322574,False,0.0007148332330140783,0.2699629627177555,0.14772238679650934,4.540115263348823e-06,0.999285166766986,0.7300370372822444,2000,2177,5361.349268913269,2.462723596193509,False,10390.924900054932,2.8863680277930364,0.9992851667670563,0.03579000888380303,0.14799746311108603,0.2699629627173921,9,8.030315716833769e-06,0.0007148332329446339,0.0007148332330140228,0.2699629627177389,0.26996296271775555,1.0796419314118566e-11,"s_per_nfev is end-to-end, not a clean per-call cost; see tables/est_propagator_benchmark.csv",2.7292792919999975
eigh_numpy,EST/grape_eigh.py,2000,0,1000,20,0.04188158900522232,0.27218917239047,0.009046408295475539,3.3736376105084776e-05,0.9581184109947777,0.72781082760953,2000,2154,2071.3683898448944,0.9616380639948442,False,0.0002807752719412582,0.27842074846299647,0.11577550313469172,3.553162526254141e-06,0.9997192247280587,0.7215792515370035,2000,2197,1522.9762179851532,0.6932071998111757,False,3594.3446078300476,0.9984290577305688,0.9997192247280603,0.048192715571585484,0.18059982227365975,0.2784207484626523,9,1.5114723318498946e-06,0.0002807752719412582,0.00028077527200343066,0.27842074846299647,0.27842074846302023,7.556497094718395e-12,"s_per_nfev is end-to-end, not a clean per-call cost; see tables/est_propagator_benchmark.csv",0.6992362499999984
