gate,variant,nbar_code_mean,nbar_code_peak,nbar_err_mean,nbar_err_peak,nbar_track_err_mean,nbar_track_err_max,mismatch_mean,mismatch_final,r2_code_min,r2_err_min
H,est,2.1559423089126177,3.1252592339268785,2.1744095595471475,4.000316634661731,0.3504656381497396,2.0434805042817366,0.1561744762546616,0.04970747857359481,0.01889570305014875,0.006295680475821215
H,ord,2.1347954485663183,2.6953361403209155,2.809221458761101,5.468774762774119,0.9467959468396908,3.2013107946308534,0.5569461124628841,0.700889902528781,0.006673135143780113,0.003685191089132109
